Id;DocumentoCliente;DataEvento;TipoEvento;TipoAcesso;IdAtendente;Pagina;Atividade;LogErro;Origem
13509;111.111.111-24;2018-06-28 16:28:50.7170000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;NULL
13523;111.111.111-25;2018-06-28 16:30:01.1500000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13527;111.111.111-26;2018-06-28 16:30:28.1470000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13529;111.111.111-27;2018-06-28 16:30:47.7230000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;NULL
13531;111.111.111-28;2018-06-28 16:30:53.6930000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
13532;111.111.111-29;2018-06-28 16:30:55.4270000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13536;111.111.111-30;2018-06-28 16:31:17.7100000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13537;111.111.111-31;2018-06-28 16:31:31.1870000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
13538;111.111.111-32;2018-06-28 16:31:38.0000000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
13539;111.111.111-33;2018-06-28 16:31:42.9430000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
13540;111.111.111-34;2018-06-28 16:31:53.8600000;2;2;02E876E7-4030-E711-941B-001DD8200008;1;Visualização da HOME;;100000016
13541;111.111.111-35;2018-06-28 16:31:59.9970000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13542;111.111.111-36;2018-06-28 16:33:06.4830000;2;2;02E876E7-4030-E711-941B-001DD8200008;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
13547;111.111.111-37;2018-06-28 16:34:36.7900000;2;2;02E876E7-4030-E711-941B-001DD8200008;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
13549;111.111.111-38;2018-06-28 16:35:07.8400000;2;2;FEF5D6DD-12DC-E711-80C0-005056955165;1;Visualização da HOME;;100000016
13551;111.111.111-39;2018-06-28 16:35:29.5830000;2;2;FEF5D6DD-12DC-E711-80C0-005056955165;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
13554;111.111.111-40;2018-06-28 16:35:57.7800000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13563;111.111.111-41;2018-06-28 16:37:39.6500000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13567;111.111.111-42;2018-06-28 16:38:30.9000000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;100000016
13571;111.111.111-43;2018-06-28 16:38:46.1900000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13581;111.111.111-44;2018-06-28 16:40:30.6530000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13582;111.111.111-45;2018-06-28 16:40:53.5470000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13584;111.111.111-46;2018-06-28 16:41:14.8700000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13585;111.111.111-47;2018-06-28 16:41:42.3100000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;100000016
13587;111.111.111-48;2018-06-28 16:41:55.6870000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13591;111.111.111-49;2018-06-28 16:43:28.7600000;2;2;30ED4F63-7972-E511-9406-001DD8200001;1;Visualização da HOME;;100000016
13599;111.111.111-50;2018-06-28 16:44:38.4100000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13601;111.111.111-51;2018-06-28 16:44:51.7030000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13604;111.111.111-52;2018-06-28 16:45:06.4670000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13610;111.111.111-53;2018-06-28 16:45:40.5400000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13614;111.111.111-54;2018-06-28 16:46:05.2330000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13616;111.111.111-55;2018-06-28 16:46:20.8130000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13621;111.111.111-56;2018-06-28 16:47:05.3600000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13899;111.111.111-57;2018-06-28 17:34:48.9000000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
14338;111.111.111-58;2018-06-28 22:30:40.0400000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;100000016
14339;111.111.111-59;2018-06-28 22:30:50.4200000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
14340;111.111.111-60;2018-06-28 22:30:50.9430000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
14341;111.111.111-61;2018-06-28 22:31:01.3730000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;100000016
14342;111.111.111-62;2018-06-28 22:31:15.1370000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
14343;111.111.111-63;2018-06-28 22:32:47.0500000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
14344;111.111.111-64;2018-06-28 22:32:47.6030000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
14346;111.111.111-65;2018-06-28 22:33:00.7570000;2;2;00000000-0000-0000-0000-000000000001;17;Visualização da DUVIDAS_FREQUENTES;;100000016
14347;111.111.111-66;2018-06-28 22:33:10.8000000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
14351;111.111.111-67;2018-06-28 22:35:22.0200000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
14352;111.111.111-68;2018-06-28 22:35:42.6700000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
14353;111.111.111-69;2018-06-28 22:36:00.8500000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
14354;111.111.111-70;2018-06-28 22:36:07.0100000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;100000016
14355;111.111.111-71;2018-06-28 22:36:21.6800000;2;2;00000000-0000-0000-0000-000000000001;15;Visualização da VISTORIA;;100000016
14356;111.111.111-72;2018-06-28 22:36:42.5470000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
14357;111.111.111-73;2018-06-28 22:36:57.5770000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
14358;111.111.111-74;2018-06-28 22:37:08.1000000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
14359;111.111.111-75;2018-06-28 22:37:29.1870000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;Download de Boleto;100000016
14360;111.111.111-76;2018-06-28 22:37:45.0070000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
14361;111.111.111-77;2018-06-28 22:37:52.3670000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
14364;111.111.111-78;2018-06-28 22:40:44.3400000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
14365;111.111.111-79;2018-06-28 22:41:47.6570000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
14366;111.111.111-80;2018-06-28 22:41:51.6930000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
14368;111.111.111-81;2018-06-28 22:43:16.1100000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
14371;111.111.111-82;2018-06-28 22:44:54.6300000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;100000016
14373;111.111.111-83;2018-06-28 22:45:15.2500000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
14379;111.111.111-84;2018-06-28 22:49:54.0230000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13492;111.111.111-85;2018-06-28 16:26:36.0330000;3;2;00000000-0000-0000-0000-000000000001;2;Atualização em DADOS_CADASTRAIS;Atualização de Cadastro;100000016
13494;111.111.111-86;2018-06-28 16:26:41.7770000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;100000016
13496;111.111.111-87;2018-06-28 16:26:48.1370000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13500;111.111.111-88;2018-06-28 16:27:39.2230000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13503;111.111.111-89;2018-06-28 16:28:16.5800000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13510;111.111.111-90;2018-06-28 16:28:52.2300000;2;2;2BFFED18-4329-E011-A2DB-0026B97E0079;1;Visualização da HOME;;100000016
13511;111.111.111-91;2018-06-28 16:28:56.0200000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13512;111.111.111-92;2018-06-28 16:29:06.8870000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13513;111.111.111-93;2018-06-28 16:29:07.2500000;2;2;2BFFED18-4329-E011-A2DB-0026B97E0079;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13514;111.111.111-94;2018-06-28 16:29:07.7130000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13515;111.111.111-95;2018-06-28 16:29:11.1770000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13516;111.111.111-96;2018-06-28 16:29:16.3770000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13517;111.111.111-97;2018-06-28 16:29:22.5000000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;100000016
13518;111.111.111-98;2018-06-28 16:29:23.9270000;2;2;00000000-0000-0000-0000-000000000001;18;Visualização da GLOSSARIO;;100000016
13519;111.111.111-99;2018-06-28 16:29:32.3330000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;100000016
13520;111.111.113-10;2018-06-28 16:29:35.2900000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;100000016
13521;111.111.113-11;2018-06-28 16:29:57.6670000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13522;111.111.113-12;2018-06-28 16:29:58.0030000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13524;111.111.113-13;2018-06-28 16:30:08.1030000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;100000016
13525;111.111.113-14;2018-06-28 16:30:10.7500000;2;2;00000000-0000-0000-0000-000000000001;10;Visualização da FINANCEIRO_INFORME_RENDIMENTOS;;100000016
13526;111.111.113-15;2018-06-28 16:30:14.9130000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;100000016
13528;111.111.113-16;2018-06-28 16:30:32.5670000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;100000016
13530;111.111.113-17;2018-06-28 16:30:47.9770000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13533;111.111.113-18;2018-06-28 16:30:57.4130000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13534;111.111.113-19;2018-06-28 16:31:11.1070000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13535;111.111.113-20;2018-06-28 16:31:16.4530000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;100000016
13543;111.111.113-21;2018-06-28 16:33:18.8400000;2;2;00000000-0000-0000-0000-000000000001;15;Visualização da VISTORIA;;100000016
13544;111.111.113-22;2018-06-28 16:33:40.3570000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;100000016
13545;111.111.113-23;2018-06-28 16:33:46.5770000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;100000016
13546;111.111.113-24;2018-06-28 16:34:04.8630000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13548;111.111.113-25;2018-06-28 16:34:59.1500000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13550;111.111.113-26;2018-06-28 16:35:10.2270000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13552;111.111.113-27;2018-06-28 16:35:35.5400000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13553;111.111.113-28;2018-06-28 16:35:44.1170000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13555;111.111.113-29;2018-06-28 16:36:04.9300000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13556;111.111.113-30;2018-06-28 16:36:22.8670000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13557;111.111.113-31;2018-06-28 16:36:56.6630000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;100000016
13575;111.111.113-32;2018-06-28 16:39:14.8870000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;100000016
13576;111.111.113-33;2018-06-28 16:39:17.1200000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;100000016
13577;111.111.113-34;2018-06-28 16:39:27.1870000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;NULL
13578;111.111.113-35;2018-06-28 16:39:35.1870000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13579;111.111.113-36;2018-06-28 16:39:50.2770000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13580;111.111.113-37;2018-06-28 16:40:23.4300000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13583;111.111.113-38;2018-06-28 16:41:05.1300000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13586;111.111.113-39;2018-06-28 16:41:49.7500000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13588;111.111.113-40;2018-06-28 16:42:10.0700000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13589;111.111.113-41;2018-06-28 16:42:34.9300000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13590;111.111.113-42;2018-06-28 16:42:54.1770000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13592;111.111.113-43;2018-06-28 16:43:45.2870000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13593;111.111.113-44;2018-06-28 16:43:53.9830000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13594;111.111.113-45;2018-06-28 16:43:55.3600000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
13595;111.111.113-46;2018-06-28 16:44:06.7600000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
13596;111.111.113-47;2018-06-28 16:44:08.9000000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13597;111.111.113-48;2018-06-28 16:44:18.2300000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
13598;111.111.113-49;2018-06-28 16:44:22.9970000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
13600;111.111.113-50;2018-06-28 16:44:41.9700000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
13602;111.111.113-51;2018-06-28 16:44:57.7130000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
13603;111.111.113-52;2018-06-28 16:45:03.2870000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;NULL
13605;111.111.113-53;2018-06-28 16:45:07.2870000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13606;111.111.113-54;2018-06-28 16:45:12.6100000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13607;111.111.113-55;2018-06-28 16:45:27.2600000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
13608;111.111.113-56;2018-06-28 16:45:32.7970000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;NULL
13609;111.111.113-57;2018-06-28 16:45:38.3500000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
13611;111.111.113-58;2018-06-28 16:45:50.7100000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;NULL
13612;111.111.113-59;2018-06-28 16:45:55.3970000;2;2;00000000-0000-0000-0000-000000000001;19;Visualização da ASSISTENCIA_TECNICA;;NULL
13613;111.111.113-60;2018-06-28 16:45:59.1100000;2;2;00000000-0000-0000-0000-000000000001;7;Visualização da DOCUMENTOS;;NULL
13615;111.111.113-61;2018-06-28 16:46:12.5000000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;NULL
13617;111.111.113-62;2018-06-28 16:46:27.4030000;2;2;00000000-0000-0000-0000-000000000001;15;Visualização da VISTORIA;;NULL
13618;111.111.113-63;2018-06-28 16:46:34.1500000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;NULL
13619;111.111.113-64;2018-06-28 16:46:39.8070000;3;2;00000000-0000-0000-0000-000000000001;2;Atualização em DADOS_CADASTRAIS;Atualização de Cadastro;NULL
13620;111.111.113-65;2018-06-28 16:46:42.6030000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;NULL
13622;111.111.113-66;2018-06-28 16:47:47.3630000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
13623;111.111.113-67;2018-06-28 16:48:03.1470000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;NULL
13624;111.111.113-68;2018-06-28 16:48:04.1470000;2;2;00000000-0000-0000-0000-000000000001;6;Visualização da BENEFICIOS_VOCE;;NULL
666049;111.111.113-69;2019-01-07 10:00:15.5330000;2;2;3AF10F1D-7F7B-E711-9428-005056ACE682;1;Visualização da HOME;;NULL
666050;111.111.113-70;2019-01-07 10:00:51.4000000;2;2;3D630CC5-A001-E611-940D-005056200001;1;Visualização da HOME;;NULL
666051;111.111.113-71;2019-01-07 10:00:54.6830000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;Posição Financeira;NULL
666052;111.111.113-72;2019-01-07 10:00:54.9370000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;NULL
666053;111.111.113-73;2019-01-07 10:01:06.5830000;2;2;FA123A6E-0D0E-E611-9408-005056200008;1;Visualização da HOME;;NULL
666054;111.111.113-74;2019-01-07 10:01:07.4130000;2;2;3D630CC5-A001-E611-940D-005056200001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;Posição Financeira;NULL
666055;111.111.113-75;2019-01-07 10:01:07.4330000;2;2;3D630CC5-A001-E611-940D-005056200001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;NULL
666056;111.111.113-76;2019-01-07 10:01:15.4830000;2;2;00000000-0000-0000-0000-000000000001;5;Visualização da ANDAMENTO_OBRA;;NULL
666067;111.111.113-77;2019-01-07 10:03:24.1100000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666076;111.111.113-78;2019-01-07 10:03:46.1000000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666078;111.111.113-79;2019-01-07 10:03:48.5200000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666079;111.111.113-80;2019-01-07 10:03:55.6100000;2;2;00000000-0000-0000-0000-000000000001;13;Visualização da MEU_IMOVEL;;NULL
666080;111.111.113-81;2019-01-07 10:03:58.5500000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
666082;111.111.113-82;2019-01-07 10:04:00.2230000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666084;111.111.113-83;2019-01-07 10:04:14.4230000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;NULL
666085;111.111.113-84;2019-01-07 10:04:18.4730000;2;2;00000000-0000-0000-0000-000000000001;11;Visualização da FINANCEIRO_ANTECIPACAO;;NULL
666088;111.111.113-85;2019-01-07 10:04:21.2130000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
666096;111.111.113-86;2019-01-07 10:04:28.7670000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;Visualização de Fale Conosco;NULL
666097;111.111.113-87;2019-01-07 10:04:29.9670000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;NULL
666098;111.111.113-88;2019-01-07 10:04:31.7600000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666099;111.111.113-89;2019-01-07 10:04:32.6770000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;Download de Boleto;NULL
666100;111.111.113-90;2019-01-07 10:04:36.1470000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;Visualizar Boleto;NULL
666101;111.111.113-91;2019-01-07 10:04:37.0500000;2;2;00000000-0000-0000-0000-000000000001;9;Visualização da FINANCEIRO_MEUS_BOLETOS;;NULL
666102;111.111.113-92;2019-01-07 10:04:38.3170000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;Posição Financeira;NULL
666103;111.111.113-93;2019-01-07 10:04:38.4430000;2;2;00000000-0000-0000-0000-000000000001;8;Visualização da FINANCEIRO_EXTRATO_FINANCEIRO;;NULL
666104;111.111.113-94;2019-01-07 10:04:46.5870000;2;2;00000000-0000-0000-0000-000000000001;17;Visualização da DUVIDAS_FREQUENTES;;NULL
666105;111.111.113-95;2019-01-07 10:05:06.2430000;2;2;00000000-0000-0000-0000-000000000001;2;Visualização da DADOS_CADASTRAIS;;NULL
666106;111.111.113-96;2019-01-07 10:05:13.5800000;2;2;00000000-0000-0000-0000-000000000001;1;Visualização da HOME;;NULL
666107;111.111.113-97;2019-01-07 10:05:26.7870000;1;2;00000000-0000-0000-0000-000000000001;16;Criação em FALE_CONOSCO;Criação de Fale Conosco, CYR-2018095-Z8H8;NULL
666108;111.111.113-98;2019-01-07 10:05:27.0630000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;Visualização de Fale Conosco;NULL
666109;111.111.113-99;2019-01-07 10:05:28.3100000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;NULL
666110;111.111.114-01;2019-01-07 10:05:30.0370000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;Visualização de Fale Conosco;NULL
666111;111.111.114-02;2019-01-07 10:05:31.5770000;2;2;00000000-0000-0000-0000-000000000001;16;Visualização da FALE_CONOSCO;;NULL
